,att_id,att_name,att_cat,att_price,score
582,1304,quebec_city_walking_tour,tours_&_sightseeing,30.99,0.3201659825061283
469,1042,3_hour_whale_watching_tour,outdoor_activities,129.0,0.31743609030149245
1347,3328,northern_lights_tour_from_yellowknife,recommended_experiences,100.0,0.3164617557847253
96,162,ottawa_river_historic_sightseeing_cruise,"cruises,_sailing_&_water_tours",28.0,0.3145423460459888
1009,2176,squamish_elaho_white-water_rafting_from_vancouver,water_sports,215.24,0.3110400084586907
31,41,vancouver_to_victoria_seaplane_flight,"air,_helicopter_&_balloon_tours",218.0,0.30988134038469733
962,2085,victoria_whale_and_wildlife_cruise,water_sports,151.2,0.3076078931789073
1,1,vancouver_to_victoria_and_butchart_gardens_tour_by_bus,featured_tours_and_tickets,210.0,0.3075786338841095
590,1312,butchart_gardens_tour_from_victoria,tours_&_sightseeing,73.5,0.2984351042597932
456,998,whistler_wilderness_snowmobile_run,outdoor_activities,208.96,0.29452898840428526
1314,3294,vancouver_city_hop-on_hop-off_tour,recommended_experiences,31.2,0.2913309474828844
139,233,quebec_city_historic_discoverers_cruise,cultural_&_theme_tours,44.83,0.2894290933210266
128,216,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,cultural_&_theme_tours,57.5,0.2870532385834443
1201,2646,3_hour_whale_watching_tour,luxury_&_special_occasions,129.0,0.28702105335916667
633,1367,stanley_park_horse-drawn_tours,tours_&_sightseeing,42.0,0.28663483066783557
589,1311,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,tours_&_sightseeing,57.5,0.28575119996494164
268,568,victoria_guided_food_and_history_tour,"food,_wine_&_nightlife",63.0,0.28169586170596483
485,1097,whistler_sasquatch_zipline,outdoor_activities,135.45,0.2797530445313901
272,574,gastronomic_gastown_walking_tour,"food,_wine_&_nightlife",146.35,0.27484626079379704
1536,3542,interactive_pirate_cruise_from_granville_island,recommended_experiences,34.5,0.2747292236146058
1191,2605,niagara_falls_one_day_sightseeing_tour_from_toronto,luxury_&_special_occasions,99.0,0.2691904391093799
1075,2265,whale-watching_tour_from_vancouver,family_friendly,138.5,0.2687456978284532
91,153,maligne_lake_cruise,"cruises,_sailing_&_water_tours",82.95,0.2647810633833496
641,1390,vancouver_biking_and_hiking_tour_including_lunch,tours_&_sightseeing,135.5,0.2579929069902572
422,955,northern_lights_tour_from_yellowknife,outdoor_activities,100.0,0.2564743495902507
601,1327,guided_tour_of_the_fairmont_le_château_frontenac_in_quebec_city,tours_&_sightseeing,26.25,0.2562197937255098
131,220,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,cultural_&_theme_tours,169.0,0.25351330895671215
167,335,ottawa_river_historic_sightseeing_cruise,cultural_&_theme_tours,28.0,0.2529310489902357
289,594,fine_dining_dinner_tour_in_whistler,"food,_wine_&_nightlife",131.24,0.24666955990350392
1352,3333,evening_wildlife_safari,recommended_experiences,58.8,0.24584152186072583
1310,3290,niagara_falls_canadian_side_tour_and_maid_of_the_mist_boat_ride,recommended_experiences,149.89,0.23969121809422572
135,224,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,cultural_&_theme_tours,157.07,0.23811121617514386
1304,3284,walking_tour_of_old_montreal,recommended_experiences,29.5,0.23589628755894948
51,77,"jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island","cruises,_sailing_&_water_tours",72.45,0.23350287724448843
1385,3369,fine_dining_dinner_tour_in_whistler,recommended_experiences,131.24,0.23036628084216298
1176,2578,overnight_camping_and_river-rafting_trip_in_squamish,multi-day_&_extended_tours,425.24,0.2271360546964845
1351,3332,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,recommended_experiences,157.07,0.22583694200746166
1328,3308,half-day_whale_watching_adventure_from_vancouver,recommended_experiences,181.13,0.22423645858202132
1338,3318,niagara_falls_american-side_tour_with_maid_of_the_mist_boat_ride,recommended_experiences,136.25,0.22338793903288476
271,573,niagara-on-the-lake_wine_tour_and_tastings_with_transport,"food,_wine_&_nightlife",40.0,0.2203127871496347
587,1309,vancouver_city_hop-on_hop-off_tour,tours_&_sightseeing,31.2,0.21426489091492693
493,1108,whistler_wilderness_adventure_snowmobile_tour,outdoor_activities,159.0,0.2114647764027763
1570,3592,call_of_the_wild_atv_tour,recommended_experiences,156.45,0.20860029144207048
350,716,pub_crawl_montreal,"food,_wine_&_nightlife",29.0,0.20740651221431974
985,2134,squamish_elaho_white-water_rafting,water_sports,173.24,0.2045800643368511
1319,3299,johnston_canyon_icewalk,recommended_experiences,79.8,0.20242658023973212
841,1832,private_arrival_transfer:_calgary_international_airport_to_banff,transfers_&_ground_transport,528.26,0.1989096130050351
684,1542,pedicab_tour_from_victoria_cruise_ship_terminal,tours_&_sightseeing,90.0,0.1987837980374045
326,678,victoria_craft_brewery_tour_and_tastings,"food,_wine_&_nightlife",79.0,0.19698142547785927
1189,2603,northern_lights_tour_from_yellowknife,luxury_&_special_occasions,100.0,0.19428079256802122
266,566,niagara_falls_day_tour_from_toronto,"food,_wine_&_nightlife",94.92,0.1926305683414246
285,587,small-group_granville_island_market_tour,"food,_wine_&_nightlife",79.9,0.18327344586508426
278,580,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,"food,_wine_&_nightlife",157.07,0.18279359343040016
607,1334,evening_wildlife_safari,tours_&_sightseeing,58.8,0.18019244212287466
520,1147,nordic_backcountry_skiing_tour_in_jacques-cartier_national_park,outdoor_activities,89.9,0.17784877260956988
280,582,vancouver_brewery_tour,"food,_wine_&_nightlife",83.99,0.17701488270783225
1343,3323,gastronomic_gastown_walking_tour,recommended_experiences,146.35,0.17639165972863885
877,1936,montmorency_falls_bike_tour_in_quebec,walking_&_biking_tours,77.0,0.17627169661996783
201,409,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,day_trips_&_excursions,57.5,0.1756075106280575
627,1357,full-day_niagara_falls_tour_from_toronto,tours_&_sightseeing,113.0,0.1754992512373056
970,2093,victoria_whale_watch_tour,water_sports,114.45,0.1746829169124466
448,985,crystal_hut_fondue_by_snowmobile,outdoor_activities,282.45,0.17348328582573633
247,510,4_hour_montreal_architecture_&_city_bike_tour_with_wine_or_beer,day_trips_&_excursions,86.23,0.1724767660846916
1494,3494,beyond_the_bagel:_montreal_jewish_food_walking_tour,recommended_experiences,85.0,0.16738564878987225
67,111,3_hour_whale_watching_tour,"cruises,_sailing_&_water_tours",129.0,0.16704624097021764
875,1934,2-hour_ottawa_express_city_bike_tour,walking_&_biking_tours,63.0,0.1666512404904472
1377,3361,5.5-hour_jasper_wildlife_and_waterfalls_tour_with_maligne_lake_cruise_from_jasper,recommended_experiences,144.59,0.16443046001529324
631,1364,2-hour_ottawa_express_city_bike_tour,tours_&_sightseeing,63.0,0.15946515768810451
1345,3325,guided_tour_of_the_fairmont_le_château_frontenac_in_quebec_city,recommended_experiences,26.25,0.15923986111816135
464,1010,vancouver_biking_and_hiking_tour_including_lunch,outdoor_activities,135.5,0.15623785747190583
546,1203,whistler_blackcomb_salmon_bake_dinner_and_atv_tour,outdoor_activities,183.75,0.15294911273663173
640,1389,victoria_city_sightseeing_tour_with_craigdarroch_castle,tours_&_sightseeing,47.25,0.14615510448457975
1476,3474,60-minute_deluxe_horse-drawn_carriage_tour,recommended_experiences,215.0,0.14584788188920272
1095,2390,6-hour_niagara_falls_canadian_side_evening_illuminations_tour,family_friendly,149.89,0.14548214070423007
604,1330,northern_lights_tour_from_yellowknife,tours_&_sightseeing,100.0,0.14456339884757877
1331,3311,st._lawrence_market_and_old_toronto_food_tour,recommended_experiences,89.0,0.14381728683023456
852,1909,walking_tour_of_old_montreal,walking_&_biking_tours,29.5,0.14235139616086417
554,1220,whistler_sky_walk,outdoor_activities,124.95,0.14051098651808178
920,2027,electric_bike_tour_of_quebec_city,walking_&_biking_tours,85.0,0.13604309220245586
359,729,little_italy_walking_food_tour_in_vancouver,"food,_wine_&_nightlife",73.0,0.13582949935043181
651,1503,rockies_classic_4-day_summer_tour,tours_&_sightseeing,687.0,0.13544620258858048
1574,3596,quebec_city_shore_excursion:_grand_walking_tour_of_quebec_city,recommended_experiences,30.99,0.1348551648336647
1090,2341,3_hour_whale_watching_tour,family_friendly,129.0,0.13266071772382876
1428,3415,a_wok_around_chinatown:_culinary_and_cultural_walking_tour,recommended_experiences,108.0,0.13154593859203212
1123,2432,boldt_castle_and_thousand_islands_helicopter_tour,family_friendly,172.84,0.13102512314463108
1202,2671,4-day_yukon_aurora_viewing_tour,luxury_&_special_occasions,702.45,0.1308056784336475
1397,3381,zipline_adventure_in_whistler,recommended_experiences,103.95,0.11736688433301234
690,1550,ottawa_spring_tulip_festival_bike_tour,tours_&_sightseeing,68.0,0.11629014228445285
1532,3537,mountain_explorer_atv_tour,recommended_experiences,103.95,0.11609410500930752
342,700,beyond_the_bagel:_montreal_jewish_food_walking_tour,"food,_wine_&_nightlife",85.0,0.11329691642663667
425,958,evening_wildlife_safari,outdoor_activities,58.8,0.1132764349202782
1568,3589,english_bay_jet_ski_tour_from_vancouver,recommended_experiences,155.68,0.11319158296536455
1381,3365,small-group_gourmet_food_tour_in_vancouver,recommended_experiences,131.87,0.11303943463241592
130,218,victoria_guided_food_and_history_tour,cultural_&_theme_tours,63.0,0.11119317313067398
580,1302,montreal_city_guided_sightseeing_tour,tours_&_sightseeing,55.0,0.11075720963818657
1307,3287,montreal_city_guided_sightseeing_tour,recommended_experiences,55.0,0.11074257999078767
270,571,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,"food,_wine_&_nightlife",169.0,0.11035050544049699
437,973,lake_louise_winterland_from_banff,outdoor_activities,99.0,0.10987650486477242
35,48,boldt_castle_and_thousand_islands_helicopter_tour,"air,_helicopter_&_balloon_tours",172.84,0.10835209560580641
921,2028,old_montreal_ghost_walking_tour,walking_&_biking_tours,25.0,0.10772009483817367
596,1321,ultimate_toronto_tour,tours_&_sightseeing,175.0,0.10762353916534088
127,215,niagara_falls_small-group_day_tour_from_toronto,cultural_&_theme_tours,100.57,0.10538812904278803
1518,3521,4_hour_montreal_architecture_&_city_bike_tour_with_wine_or_beer,recommended_experiences,86.23,0.1045220539167728
1091,2386,rockies_classic_4-day_summer_tour,family_friendly,687.0,0.10418557202659796
487,1101,sea_to_sky_exotic_driving_experience,outdoor_activities,404.25,0.10410657193064386
715,1589,4_hour_montreal_architecture_&_city_bike_tour_with_wine_or_beer,tours_&_sightseeing,86.23,0.10313808927283628
401,859,"best_of_niagara_falls_tour_from_niagara_falls,_ontario",sightseeing_tickets_&_passes,158.0,0.10232760680693688
166,333,6-hour_eagle_viewing_river_float_trip_from_vancouver_with_lunch,cultural_&_theme_tours,157.49,0.09634993287974386
1598,3639,half-day_canadian_side_sightseeing_tour_of_niagara_falls_with_cruise_&_lunch,recommended_experiences,199.0,0.09622411791211326
415,947,butchart_gardens_tour_from_victoria,outdoor_activities,73.5,0.09518541294679093
431,965,bird_kingdom_all_day_admission_ticket,outdoor_activities,20.28,0.09425204144274073
383,813,all_star_wineries_of_kelowna_tour,"food,_wine_&_nightlife",166.95,0.09320455868897905
1071,2261,toronto's_original_brunch_food_tour,family_friendly,99.0,0.09297633618955611
199,407,quebec_city_and_montmorency_falls_day_trip_from_montreal,day_trips_&_excursions,115.0,0.09223607603117147
591,1314,quebec_city_sightseeing_tour,tours_&_sightseeing,42.0,0.09170940872481084
643,1393,niagara-on-the-lake_cycle_and_wine-tasting_tour_with_optional_two_course_lunch,tours_&_sightseeing,77.98,0.0916860012889726
1057,2245,victoria_guided_food_and_history_tour,family_friendly,63.0,0.09079359279763932
300,607,kelowna_or_west_kelowna_afternoon_sightseeing_wine_tour,"food,_wine_&_nightlife",98.95,0.09053025914445902
334,690,tour_and_taste_okanagan's_wine_country,"food,_wine_&_nightlife",135.45,0.08922822052595637
716,1590,downtown_toronto_bike_tour,tours_&_sightseeing,84.75,0.08794958934329199
649,1450,3_hour_whale_watching_tour,tours_&_sightseeing,129.0,0.08778866322190401
634,1368,montmorency_falls_bike_tour_in_quebec,tours_&_sightseeing,77.0,0.08647784681496203
505,1126,small-group_capilano_suspension_bridge_and_vancouver_city_tour,outdoor_activities,200.0,0.08567029027854241
822,1773,hop-on_and_hop-off_banff_bus,transfers_&_ground_transport,60.0,0.08260976804269125
1068,2257,niagara_falls_one_day_sightseeing_tour_from_toronto,family_friendly,99.0,0.08181684115367055
348,713,4_hour_montreal_architecture_&_city_bike_tour_with_wine_or_beer,"food,_wine_&_nightlife",86.23,0.07952291244152207
657,1510,full-day_niagara_winery_tour_from_toronto,tours_&_sightseeing,99.0,0.07935028260221498
967,2090,riverside_rafting_on_clearwater_river_in_wells_gray_park,water_sports,104.0,0.0768398351085627
821,1772,vancouver_aquabus_ferry_ticket,transfers_&_ground_transport,16.0,0.07566361145769064
658,1511,6-hour_niagara_falls_canadian_side_evening_illuminations_tour,tours_&_sightseeing,149.89,0.07565190773977153
69,123,granite_falls_zodiac_tour,"cruises,_sailing_&_water_tours",103.95,0.07463075835132787
1426,3413,victoria_whale_watch_tour,recommended_experiences,114.45,0.07336968274554218
316,666,flavors_of_old_montreal_walking_tour,"food,_wine_&_nightlife",68.0,0.07286349694554002
416,948,whistler_small-group_day_trip_from_vancouver,outdoor_activities,145.0,0.07216127387039253
1261,2922,120_minute_private_vacation_photography_session_with_local_photographer_in_santorini,private_&_custom_tours,886.09,0.07158193983339585
751,1650,boldt_castle_and_thousand_islands_helicopter_tour,tours_&_sightseeing,172.84,0.07123375422530188
748,1647,niagara_falls_american_side_highlights_tour,tours_&_sightseeing,149.89,0.07005753057442983
1027,2198,okanagan_flyboard_experience,water_sports,124.0,0.06906564048078401
249,512,seaplane_flight_to_vancouver_with_bus_tour_from_victoria,day_trips_&_excursions,439.0,0.06833123218135892
202,411,whistler_small-group_day_trip_from_vancouver,day_trips_&_excursions,145.0,0.06784260195823545
345,705,calgary_food_walking_tour_-_calgary_farmers_market,"food,_wine_&_nightlife",69.29,0.06764363875361033
1067,2256,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,family_friendly,157.07,0.06745345333742454
611,1339,bird_kingdom_all_day_admission_ticket,tours_&_sightseeing,20.28,0.06742419404262674
1080,2274,montmorency_falls_bike_tour_in_quebec,family_friendly,77.0,0.06591441443105962
1169,2543,4-day_yukon_aurora_viewing_tour,multi-day_&_extended_tours,702.45,0.06562474741256129
421,954,whale-watching_cruise_with_expert_naturalists,outdoor_activities,94.5,0.06494300584377226
1131,2444,quebec_city_shore_excursion:_grand_walking_tour_of_quebec_city,family_friendly,30.99,0.06298263309231884
1289,3157,60_minute_private_vacation_photography_session_with_local_photographer_in_prague,private_&_custom_tours,477.13,0.06284511440676913
453,995,columbia_icefield_tour_including_the_glacier_skywalk_from_jasper,outdoor_activities,232.05,0.06174496492237139
221,435,columbia_icefield_tour_including_the_glacier_skywalk_from_jasper,day_trips_&_excursions,232.05,0.06076185261716491
414,946,johnston_canyon_icewalk,outdoor_activities,79.8,0.06045755595126766
1316,3296,"best_of_niagara_falls_tour_from_niagara_falls,_ontario",recommended_experiences,158.0,0.059240369287678674
54,80,vancouver_harbor_and_indian_arm_lunch_cruise,"cruises,_sailing_&_water_tours",85.33,0.05919940627496174
1190,2604,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,luxury_&_special_occasions,157.07,0.05813729387380115
385,817,full-day_niagara_ice_wine_festival_tour_with_lunch_and_winery_visits,"food,_wine_&_nightlife",395.0,0.057636959932758566
1092,2387,4-day_yukon_aurora_viewing_tour,family_friendly,702.45,0.057470181952411034
